name,agent.tau,agent.epsilon_decay,agent.learning_rate,training.main_seed,training.batch_size,final_mean,final_sd
Step4_DQNAgent-20260109-0925,0.06,0.991,0.00075,508,128,220.1142857,17.24325363
Step4_DQNAgent-20260109-0934,0.06,0.991,0.00075,509,128,157.6428571,5.724722612
Step4_DQNAgent-20260109-0944,0.06,0.991,0.00075,510,128,479.0714286,79.59205298
Step4_DQNAgent-20260109-0951,0.06,0.991,0.00075,511,128,365.4857143,121.1904927
Step4_DQNAgent-20260109-1003,0.06,0.991,0.00075,512,128,155.9428571,16.23126235
Step4_DQNAgent-20260109-1008,0.06,0.991,0.00075,513,128,500,0
Step4_DQNAgent-20260109-1013,0.06,0.991,0.00075,514,128,500,0
Step4_DQNAgent-20260109-1020,0.06,0.991,0.00075,515,128,242.3,25.4622129
Step4_DQNAgent-20260109-1030,0.06,0.991,0.00075,516,128,481.7857143,60.01187808
Step4_DQNAgent-20260109-1046,0.06,0.991,0.00075,517,128,341.3142857,30.86354431
Step4_DQNAgent-20260109-1051,0.06,0.991,0.00075,518,128,279.2428571,14.22717291
Step4_DQNAgent-20260109-1058,0.06,0.991,0.00075,519,128,500,0
Step4_DQNAgent-20260109-1112,0.06,0.991,0.00075,520,128,281.8142857,125.3041207
Step4_DQNAgent-20260109-1113,0.06,0.991,0.00075,501,256,500,0
Step4_DQNAgent-20260109-1127,0.06,0.991,0.00075,502,256,113.7142857,2.613934403
Step4_DQNAgent-20260109-1129,0.06,0.991,0.00075,503,256,37.78571429,3.585258935
Step4_DQNAgent-20260109-1140,0.06,0.991,0.00075,504,256,396.7428571,120.2831998
Step4_DQNAgent-20260109-1141,0.06,0.991,0.00075,505,256,15.27142857,2.273583883
Step4_DQNAgent-20260109-1201,0.06,0.991,0.00075,506,256,500,0
Step4_DQNAgent-20260109-1206,0.06,0.991,0.00075,507,256,500,0
Step4_DQNAgent-20260109-1219,0.06,0.991,0.00075,508,256,500,0
Step4_DQNAgent-20260109-1219,0.06,0.991,0.00075,509,256,500,0
Step4_DQNAgent-20260109-1239,0.06,0.991,0.00075,510,256,203.8857143,4.73751851
Step4_DQNAgent-20260109-1249,0.06,0.991,0.00075,511,256,486.5571429,48.2264408
Step4_DQNAgent-20260109-1305,0.06,0.991,0.00075,512,256,152.9142857,4.271977987
Step4_DQNAgent-20260109-1307,0.06,0.991,0.00075,513,256,500,0
Step4_DQNAgent-20260109-1320,0.06,0.991,0.00075,514,256,500,0
Step4_DQNAgent-20260109-1325,0.06,0.991,0.00075,515,256,195.1142857,6.373029908
Step4_DQNAgent-20260109-1338,0.06,0.991,0.00075,516,256,65.01428571,66.07387486
Step4_DQNAgent-20260109-1348,0.06,0.991,0.00075,517,256,500,0
Step4_DQNAgent-20260109-1400,0.06,0.991,0.00075,518,256,500,0
Step4_DQNAgent-20260109-1400,0.06,0.991,0.00075,519,256,188.1,13.14767769
Step4_DQNAgent-20260109-1410,0.06,0.991,0.00075,520,256,444.7,39.6597493
Step4_DQNAgent-20260109-1426,0.015,0.991,0.00152,501,64,244.6285714,46.27222908
Step4_DQNAgent-20260109-1427,0.015,0.991,0.00152,502,64,500,0
Step4_DQNAgent-20260109-1500,0.015,0.991,0.00152,503,64,303.2285714,56.98374992
Step4_DQNAgent-20260109-1503,0.015,0.991,0.00152,504,64,500,0
Step4_DQNAgent-20260109-1514,0.015,0.991,0.00152,505,64,164.0714286,17.10415274
Step4_DQNAgent-20260109-1524,0.015,0.991,0.00152,506,64,359.4857143,53.72489257
Step4_DQNAgent-20260109-1532,0.015,0.991,0.00152,507,64,500,0
Step4_DQNAgent-20260109-1542,0.015,0.991,0.00152,508,64,500,0
Step4_DQNAgent-20260109-1547,0.015,0.991,0.00152,509,64,456.8,76.30981963
Step4_DQNAgent-20260109-1601,0.015,0.991,0.00152,510,64,500,0
Step4_DQNAgent-20260109-1603,0.015,0.991,0.00152,511,64,500,0
Step4_DQNAgent-20260109-1622,0.015,0.991,0.00152,512,64,330.2285714,104.5840976
Step4_DQNAgent-20260109-1624,0.015,0.991,0.00152,513,64,500,0
Step4_DQNAgent-20260109-1635,0.015,0.991,0.00152,514,64,296.6285714,11.78276153
Step4_DQNAgent-20260109-1637,0.015,0.991,0.00152,515,64,500,0
Step4_DQNAgent-20260109-1657,0.015,0.991,0.00152,516,64,472.9571429,52.38059502
Step4_DQNAgent-20260109-1704,0.015,0.991,0.00152,517,64,488.8714286,31.01102174
Step4_DQNAgent-20260109-1714,0.015,0.991,0.00152,518,64,500,0
Step4_DQNAgent-20260109-1719,0.015,0.991,0.00152,519,64,171.2571429,7.887939645
Step4_DQNAgent-20260109-1730,0.015,0.991,0.00152,520,64,500,0
Step4_DQNAgent-20260109-1735,0.015,0.991,0.00152,501,128,500,0
Step4_DQNAgent-20260109-1748,0.015,0.991,0.00152,502,128,484.6428571,45.83698934
Step4_DQNAgent-20260109-1755,0.015,0.991,0.00152,503,128,83.42857143,4.09728631
Step4_DQNAgent-20260109-1808,0.015,0.991,0.00152,504,128,438.5285714,80.88152207
Step4_DQNAgent-20260109-1811,0.015,0.991,0.00152,505,128,500,0
Step4_DQNAgent-20260109-1826,0.015,0.991,0.00152,506,128,28.81428571,2.520163584
Step4_DQNAgent-20260109-1829,0.015,0.991,0.00152,507,128,292.7714286,50.31704381
Step4_DQNAgent-20260109-1838,0.015,0.991,0.00152,508,128,43.08571429,37.52551241
Step4_DQNAgent-20260109-1846,0.015,0.991,0.00152,509,128,237.3714286,3.727011168
Step4_DQNAgent-20260109-1904,0.015,0.991,0.00152,510,128,143.2857143,2.56984078
Step4_DQNAgent-20260109-1905,0.015,0.991,0.00152,511,128,500,0
Step4_DQNAgent-20260109-1923,0.015,0.991,0.00152,512,128,48.62857143,17.72098951
Step4_DQNAgent-20260109-1924,0.015,0.991,0.00152,513,128,113.3428571,6.073092209
Step4_DQNAgent-20260109-1932,0.015,0.991,0.00152,514,128,500,0
Step4_DQNAgent-20260109-1934,0.015,0.991,0.00152,515,128,500,0
Step4_DQNAgent-20260109-1952,0.015,0.991,0.00152,516,128,500,0
Step4_DQNAgent-20260109-1952,0.015,0.991,0.00152,517,128,200.4857143,40.51692516
Step4_DQNAgent-20260109-2005,0.015,0.991,0.00152,518,128,172.2428571,73.9038827
Step4_DQNAgent-20260109-2010,0.015,0.991,0.00152,519,128,483.1142857,55.44380498
Step4_DQNAgent-20260109-2028,0.015,0.991,0.00152,520,128,375.5571429,157.1206666
Step4_DQNAgent-20260109-2029,0.015,0.991,0.00152,501,256,488.7714286,63.95917703
Step4_DQNAgent-20260109-2048,0.015,0.991,0.00152,502,256,179.5142857,10.22426086
Step4_DQNAgent-20260109-2055,0.015,0.991,0.00152,503,256,500,0
Step4_DQNAgent-20260109-2102,0.015,0.991,0.00152,504,256,500,0
Step4_DQNAgent-20260109-2112,0.015,0.991,0.00152,505,256,178.7428571,107.9842165
Step4_DQNAgent-20260109-2127,0.015,0.991,0.00152,506,256,500,0
Step4_DQNAgent-20260109-2131,0.015,0.991,0.00152,507,256,500,0
Step4_DQNAgent-20260109-2146,0.015,0.991,0.00152,508,256,500,0
Step4_DQNAgent-20260109-2149,0.015,0.991,0.00152,509,256,500,0
Step4_DQNAgent-20260109-2211,0.015,0.991,0.00152,510,256,500,0
Step4_DQNAgent-20260109-2212,0.015,0.991,0.00152,511,256,500,0
Step4_DQNAgent-20260109-2233,0.015,0.991,0.00152,512,256,164.9,20.29155349
Step4_DQNAgent-20260109-2236,0.015,0.991,0.00152,513,256,497,23.86030775
Step4_DQNAgent-20260109-2248,0.015,0.991,0.00152,514,256,84.57142857,8.780776778
Step4_DQNAgent-20260109-2251,0.015,0.991,0.00152,515,256,245.9571429,48.33704161
Step4_DQNAgent-20260109-2311,0.015,0.991,0.00152,516,256,164.8142857,2.934001934
Step4_DQNAgent-20260109-2311,0.015,0.991,0.00152,517,256,472.6714286,58.30577561
Step4_DQNAgent-20260109-2327,0.015,0.991,0.00152,518,256,500,0
Step4_DQNAgent-20260109-2334,0.015,0.991,0.00152,519,256,500,0
Step4_DQNAgent-20260109-2352,0.015,0.991,0.00152,520,256,495.9571429,33.58249362
Step4_DQNAgent-20260109-2355,0.03,0.991,0.00152,501,64,137.6714286,7.763875006
Step4_DQNAgent-20260110-0008,0.03,0.991,0.00152,502,64,500,0
Step4_DQNAgent-20260110-0013,0.03,0.991,0.00152,503,64,500,0
Step4_DQNAgent-20260110-0024,0.03,0.991,0.00152,504,64,500,0
Step4_DQNAgent-20260110-0029,0.03,0.991,0.00152,505,64,436.3571429,117.0322344
Step4_DQNAgent-20260110-0045,0.03,0.991,0.00152,506,64,500,0
Step4_DQNAgent-20260110-0046,0.03,0.991,0.00152,507,64,192.8714286,7.072929134
Step4_DQNAgent-20260110-0059,0.03,0.991,0.00152,508,64,500,0
Step4_DQNAgent-20260110-0104,0.03,0.991,0.00152,509,64,500,0
Step4_DQNAgent-20260110-0118,0.03,0.991,0.00152,510,64,467.7857143,9.492693216
Step4_DQNAgent-20260110-0120,0.03,0.991,0.00152,511,64,500,0
Step4_DQNAgent-20260110-0136,0.03,0.991,0.00152,512,64,491.4285714,49.98073098
Step4_DQNAgent-20260110-0138,0.03,0.991,0.00152,513,64,499.2285714,5.836269426
Step4_DQNAgent-20260110-0153,0.03,0.991,0.00152,514,64,500,0
Step4_DQNAgent-20260110-0153,0.03,0.991,0.00152,515,64,500,0
Step4_DQNAgent-20260110-0209,0.03,0.991,0.00152,516,64,500,0
Step4_DQNAgent-20260110-0213,0.03,0.991,0.00152,517,64,173.1142857,3.408153489
Step4_DQNAgent-20260110-0227,0.03,0.991,0.00152,518,64,495.7857143,35.00648628
Step4_DQNAgent-20260110-0229,0.03,0.991,0.00152,519,64,487.7714286,66.06385903
Step4_DQNAgent-20260110-0253,0.03,0.991,0.00152,520,64,301.8571429,187.092665
Step4_DQNAgent-20260110-0254,0.03,0.991,0.00152,501,128,500,0
Step4_DQNAgent-20260110-0311,0.03,0.991,0.00152,502,128,500,0
Step4_DQNAgent-20260110-0313,0.03,0.991,0.00152,503,128,492.7857143,42.07642464
Step4_DQNAgent-20260110-0332,0.03,0.991,0.00152,504,128,494.8571429,42.71977987
Step4_DQNAgent-20260110-0335,0.03,0.991,0.00152,505,128,149.1,5.501038863
Step4_DQNAgent-20260110-0357,0.03,0.991,0.00152,506,128,130.9142857,2.453818349
Step4_DQNAgent-20260110-0402,0.03,0.991,0.00152,507,128,195.5428571,4.918436785
Step4_DQNAgent-20260110-0415,0.03,0.991,0.00152,508,128,142.5142857,6.355521463
Step4_DQNAgent-20260110-0419,0.03,0.991,0.00152,509,128,257.7142857,197.9187527
Step4_DQNAgent-20260110-0438,0.03,0.991,0.00152,510,128,497.3428571,18.6109689
Step4_DQNAgent-20260110-0447,0.03,0.991,0.00152,511,128,427.7,64.89119465
Step4_DQNAgent-20260110-0452,0.03,0.991,0.00152,512,128,454.5,83.61916219
Step4_DQNAgent-20260110-0507,0.03,0.991,0.00152,513,128,492.4857143,43.87050518
Step4_DQNAgent-20260110-0512,0.03,0.991,0.00152,514,128,500,0
Step4_DQNAgent-20260110-0524,0.03,0.991,0.00152,515,128,451.2571429,106.4492751
Step4_DQNAgent-20260110-0538,0.03,0.991,0.00152,516,128,136.4142857,64.80244547
Step4_DQNAgent-20260110-0539,0.03,0.991,0.00152,517,128,500,0
Step4_DQNAgent-20260110-0557,0.03,0.991,0.00152,518,128,245.4142857,44.1709319
Step4_DQNAgent-20260110-0557,0.03,0.991,0.00152,519,128,386.4857143,98.46620056
Step4_DQNAgent-20260110-0615,0.03,0.991,0.00152,520,128,117.9285714,2.631248637
Step4_DQNAgent-20260110-0622,0.03,0.991,0.00152,501,256,105.1,2.673414083
Step4_DQNAgent-20260110-0633,0.03,0.991,0.00152,502,256,25.58571429,2.302128563
Step4_DQNAgent-20260110-0638,0.03,0.991,0.00152,503,256,500,0
Step4_DQNAgent-20260110-0649,0.03,0.991,0.00152,504,256,438.4,146.7716789
Step4_DQNAgent-20260110-0657,0.03,0.991,0.00152,505,256,467.0571429,81.24053979
Step4_DQNAgent-20260110-0713,0.03,0.991,0.00152,506,256,498.4142857,11.54679035
Step4_DQNAgent-20260110-0715,0.03,0.991,0.00152,507,256,500,0
Step4_DQNAgent-20260110-0736,0.03,0.991,0.00152,508,256,333.6428571,95.94954563
Step4_DQNAgent-20260110-0736,0.03,0.991,0.00152,509,256,481.5714286,62.7684114
Step4_DQNAgent-20260110-0758,0.03,0.991,0.00152,510,256,500,0
Step4_DQNAgent-20260110-0759,0.03,0.991,0.00152,511,256,328.2571429,54.6617353
Step4_DQNAgent-20260110-0815,0.03,0.991,0.00152,512,256,500,0
Step4_DQNAgent-20260110-0819,0.03,0.991,0.00152,513,256,167.8,92.22946539
Step4_DQNAgent-20260110-0834,0.03,0.991,0.00152,514,256,500,0
Step4_DQNAgent-20260110-0834,0.03,0.991,0.00152,515,256,417.2857143,54.89396086
Step4_DQNAgent-20260110-0852,0.03,0.991,0.00152,516,256,490.8714286,57.42570888
Step4_DQNAgent-20260110-0858,0.03,0.991,0.00152,517,256,500,0
Step4_DQNAgent-20260110-0912,0.03,0.991,0.00152,518,256,189.2857143,2.803787526
Step4_DQNAgent-20260110-0920,0.03,0.991,0.00152,519,256,167.2428571,89.9387785
Step4_DQNAgent-20260110-0938,0.03,0.991,0.00152,520,256,500,0
Step4_DQNAgent-20260110-0938,0.06,0.991,0.00152,501,64,200.6571429,69.60129016
Step4_DQNAgent-20260110-0952,0.06,0.991,0.00152,502,64,500,0
Step4_DQNAgent-20260110-1001,0.06,0.991,0.00152,503,64,439.0285714,120.7935631
Step4_DQNAgent-20260110-1005,0.06,0.991,0.00152,504,64,126.3142857,2.978699894
Step4_DQNAgent-20260110-1015,0.06,0.991,0.00152,505,64,500,0
Step4_DQNAgent-20260110-1025,0.06,0.991,0.00152,506,64,500,0
Step4_DQNAgent-20260110-1033,0.06,0.991,0.00152,507,64,500,0
Step4_DQNAgent-20260110-1043,0.06,0.991,0.00152,508,64,91.92857143,3.365036313
Step4_DQNAgent-20260110-1048,0.06,0.991,0.00152,509,64,500,0
Step4_DQNAgent-20260110-1102,0.06,0.991,0.00152,510,64,500,0
Step4_DQNAgent-20260110-1106,0.06,0.991,0.00152,511,64,500,0
Step4_DQNAgent-20260110-1120,0.06,0.991,0.00152,512,64,500,0
Step4_DQNAgent-20260110-1121,0.06,0.991,0.00152,513,64,494.1714286,27.90594992
Step4_DQNAgent-20260110-1133,0.06,0.991,0.00152,514,64,185.9428571,4.884043156
Step4_DQNAgent-20260110-1137,0.06,0.991,0.00152,515,64,170.2428571,5.27375094
Step4_DQNAgent-20260110-1145,0.06,0.991,0.00152,516,64,320.5857143,184.6275396
Step4_DQNAgent-20260110-1153,0.06,0.991,0.00152,517,64,186.0428571,6.379511209
Step4_DQNAgent-20260110-1205,0.06,0.991,0.00152,518,64,500,0
Step4_DQNAgent-20260110-1214,0.06,0.991,0.00152,519,64,405.9142857,61.64014065
Step4_DQNAgent-20260110-1230,0.06,0.991,0.00152,520,64,364.2571429,161.6733643
Step4_DQNAgent-20260110-1240,0.06,0.991,0.00152,501,128,498.8857143,9.255952304
Step4_DQNAgent-20260110-1245,0.06,0.991,0.00152,502,128,500,0
Step4_DQNAgent-20260110-1258,0.06,0.991,0.00152,503,128,500,0
Step4_DQNAgent-20260110-1303,0.06,0.991,0.00152,504,128,500,0
Step4_DQNAgent-20260110-1317,0.06,0.991,0.00152,505,128,241.3428571,31.61865892
Step4_DQNAgent-20260110-1335,0.06,0.991,0.00152,506,128,132.5857143,2.851029173
Step4_DQNAgent-20260110-1337,0.06,0.991,0.00152,507,128,48.25714286,4.122016546
Step4_DQNAgent-20260110-1350,0.06,0.991,0.00152,508,128,500,0
Step4_DQNAgent-20260110-1354,0.06,0.991,0.00152,509,128,29.62857143,3.768938572
Step4_DQNAgent-20260110-1404,0.06,0.991,0.00152,510,128,500,0
Step4_DQNAgent-20260110-1418,0.06,0.991,0.00152,511,128,381.0285714,166.1022036
Step4_DQNAgent-20260110-1427,0.06,0.991,0.00152,512,128,500,0
Step4_DQNAgent-20260110-1436,0.06,0.991,0.00152,513,128,421.7142857,93.63731595
Step4_DQNAgent-20260110-1445,0.06,0.991,0.00152,514,128,500,0
Step4_DQNAgent-20260110-1452,0.06,0.991,0.00152,515,128,333.5857143,41.39858274
Step4_DQNAgent-20260110-1509,0.06,0.991,0.00152,516,128,500,0
Step4_DQNAgent-20260110-1509,0.06,0.991,0.00152,517,128,400.7857143,31.18694455
Step4_DQNAgent-20260110-1527,0.06,0.991,0.00152,518,128,500,0
Step4_DQNAgent-20260110-1533,0.06,0.991,0.00152,519,128,353.2285714,160.007158
Step4_DQNAgent-20260110-1552,0.06,0.991,0.00152,520,128,500,0
Step4_DQNAgent-20260110-1556,0.06,0.991,0.00152,502,256,13.68571429,1.304309967
Step4_DQNAgent-20260110-1610,0.06,0.991,0.00152,503,256,500,0
Step4_DQNAgent-20260110-1612,0.06,0.991,0.00152,504,256,141.5,9.58980113
Step4_DQNAgent-20260110-1632,0.06,0.991,0.00152,505,256,241.5714286,41.52609212
Step4_DQNAgent-20260110-1638,0.06,0.991,0.00152,506,256,500,0
Step4_DQNAgent-20260110-1654,0.06,0.991,0.00152,507,256,499.6714286,1.696394737
Step4_DQNAgent-20260110-1701,0.06,0.991,0.00152,501,256,314.4142857,215.6154972
Step4_DQNAgent-20260110-1715,0.06,0.991,0.00152,508,256,500,0
Step4_DQNAgent-20260110-1724,0.06,0.991,0.00152,509,256,453.2857143,121.618272
Step4_DQNAgent-20260110-1743,0.06,0.991,0.00152,510,256,500,0
Step4_DQNAgent-20260110-1751,0.06,0.991,0.00152,511,256,401.6142857,84.25103524
Step4_DQNAgent-20260110-1759,0.06,0.991,0.00152,512,256,146.4857143,2.27246158
Step4_DQNAgent-20260110-1813,0.06,0.991,0.00152,513,256,379.1714286,62.42480538
Step4_DQNAgent-20260110-1820,0.06,0.991,0.00152,514,256,56.75714286,119.4634954
Step4_DQNAgent-20260110-1835,0.06,0.991,0.00152,515,256,500,0
Step4_DQNAgent-20260110-1845,0.06,0.991,0.00152,516,256,365.8142857,3.481760052
Step4_DQNAgent-20260110-1851,0.06,0.991,0.00152,517,256,500,0
Step4_DQNAgent-20260110-1911,0.06,0.991,0.00152,518,256,500,0
Step4_DQNAgent-20260110-1913,0.06,0.991,0.00152,519,256,500,0
Step4_DQNAgent-20260110-1936,0.06,0.991,0.00152,520,256,500,0
Step4_DQNAgent-20260110-1942,0.015,0.991,0.00304,501,64,491.0857143,42.730298
Step4_DQNAgent-20260110-1951,0.015,0.991,0.00304,502,64,500,0
Step4_DQNAgent-20260110-1959,0.015,0.991,0.00304,503,64,500,0
Step4_DQNAgent-20260110-2006,0.015,0.991,0.00304,504,64,486.3571429,79.5508886
Step4_DQNAgent-20260110-2015,0.015,0.991,0.00304,505,64,15.05714286,1.787941468
Step4_DQNAgent-20260110-2026,0.015,0.991,0.00304,506,64,500,0
Step4_DQNAgent-20260110-2029,0.015,0.991,0.00304,507,64,147.3285714,3.379439635
Step4_DQNAgent-20260110-2042,0.015,0.991,0.00304,508,64,191.1857143,122.3072586
Step4_DQNAgent-20260110-2044,0.015,0.991,0.00304,509,64,208.5142857,127.540329
Step4_DQNAgent-20260110-2101,0.015,0.991,0.00304,510,64,111.2857143,1.92088415
Step4_DQNAgent-20260110-2102,0.015,0.991,0.00304,511,64,183.9857143,108.2910751
Step4_DQNAgent-20260110-2118,0.015,0.991,0.00304,512,64,325.3428571,195.5977568
Step4_DQNAgent-20260110-2118,0.015,0.991,0.00304,513,64,500,0
Step4_DQNAgent-20260110-2134,0.015,0.991,0.00304,514,64,500,0
Step4_DQNAgent-20260110-2137,0.015,0.991,0.00304,515,64,148.5571429,4.964547783
Step4_DQNAgent-20260110-2151,0.015,0.991,0.00304,516,64,397.5571429,5.640759104
Step4_DQNAgent-20260110-2159,0.015,0.991,0.00304,517,64,425.6285714,163.5065024
Step4_DQNAgent-20260110-2206,0.015,0.991,0.00304,518,64,123.5571429,70.25964819
Step4_DQNAgent-20260110-2216,0.015,0.991,0.00304,519,64,129.8,4.271500238
Step4_DQNAgent-20260110-2227,0.015,0.991,0.00304,520,64,108.0428571,22.2604298
Step4_DQNAgent-20260110-2232,0.015,0.991,0.00304,501,128,463.7571429,60.36944253
Step4_DQNAgent-20260110-2247,0.015,0.991,0.00304,502,128,500,0
Step4_DQNAgent-20260110-2259,0.015,0.991,0.00304,503,128,383.8285714,67.27129964
Step4_DQNAgent-20260110-2300,0.015,0.991,0.00304,504,128,482.6428571,82.29182145
Step4_DQNAgent-20260110-2316,0.015,0.991,0.00304,505,128,307.0142857,185.9730774
Step4_DQNAgent-20260110-2321,0.015,0.991,0.00304,506,128,92.14285714,3.377597262
Step4_DQNAgent-20260110-2333,0.015,0.991,0.00304,507,128,24.75714286,10.96935434
Step4_DQNAgent-20260110-2337,0.015,0.991,0.00304,508,128,422.8714286,104.7132031
Step4_DQNAgent-20260110-2349,0.015,0.991,0.00304,509,128,500,0
Step4_DQNAgent-20260111-0000,0.015,0.991,0.00304,510,128,358.6857143,87.83613686
Step4_DQNAgent-20260111-0010,0.015,0.991,0.00304,511,128,108.7142857,4.239753555
Step4_DQNAgent-20260111-0019,0.015,0.991,0.00304,512,128,500,0
Step4_DQNAgent-20260111-0027,0.015,0.991,0.00304,513,128,500,0
Step4_DQNAgent-20260111-0037,0.015,0.991,0.00304,514,128,108.1,2.673414083
Step4_DQNAgent-20260111-0045,0.015,0.991,0.00304,515,128,215.7285714,104.1395933
Step4_DQNAgent-20260111-0056,0.015,0.991,0.00304,516,128,500,0
Step4_DQNAgent-20260111-0059,0.015,0.991,0.00304,517,128,500,0
Step4_DQNAgent-20260111-0119,0.015,0.991,0.00304,518,128,500,0
Step4_DQNAgent-20260111-0120,0.015,0.991,0.00304,519,128,262.4857143,89.68544122
Step4_DQNAgent-20260111-0139,0.015,0.991,0.00304,520,128,234.6,73.19707254
Step4_DQNAgent-20260111-0154,0.015,0.991,0.00304,501,256,500,0
Step4_DQNAgent-20260111-0156,0.015,0.991,0.00304,502,256,147.7571429,3.365521459
Step4_DQNAgent-20260111-0209,0.015,0.991,0.00304,503,256,246.5428571,62.11962784
Step4_DQNAgent-20260111-0215,0.015,0.991,0.00304,504,256,158.9,57.34361342
Step4_DQNAgent-20260111-0225,0.015,0.991,0.00304,505,256,497.0857143,17.06101894
Step4_DQNAgent-20260111-0234,0.015,0.991,0.00304,506,256,500,0
Step4_DQNAgent-20260111-0245,0.015,0.991,0.00304,507,256,500,0
Step4_DQNAgent-20260111-0255,0.015,0.991,0.00304,508,256,493.0142857,58.02770099
Step4_DQNAgent-20260111-0305,0.015,0.991,0.00304,509,256,500,0
Step4_DQNAgent-20260111-0321,0.015,0.991,0.00304,510,256,500,0
Step4_DQNAgent-20260111-0329,0.015,0.991,0.00304,511,256,157.4428571,5.507490261
Step4_DQNAgent-20260111-0341,0.015,0.991,0.00304,512,256,109,2.402379773
Step4_DQNAgent-20260111-0349,0.015,0.991,0.00304,513,256,144.9142857,6.762803428
Step4_DQNAgent-20260111-0359,0.015,0.991,0.00304,514,256,479.1428571,98.56705994
Step4_DQNAgent-20260111-0404,0.015,0.991,0.00304,515,256,500,0
Step4_DQNAgent-20260111-0421,0.015,0.991,0.00304,516,256,500,0
Step4_DQNAgent-20260111-0423,0.015,0.991,0.00304,517,256,465.1285714,125.7308828
Step4_DQNAgent-20260111-0446,0.015,0.991,0.00304,518,256,439.1142857,141.3503795
Step4_DQNAgent-20260111-0453,0.015,0.991,0.00304,519,256,72.62857143,55.19554108
Step4_DQNAgent-20260111-0510,0.015,0.991,0.00304,520,256,500,0
Step4_DQNAgent-20260111-0511,0.03,0.991,0.00304,501,64,500,0
Step4_DQNAgent-20260111-0528,0.03,0.991,0.00304,502,64,500,0
Step4_DQNAgent-20260111-0533,0.03,0.991,0.00304,503,64,500,0
Step4_DQNAgent-20260111-0543,0.03,0.991,0.00304,504,64,500,0
Step4_DQNAgent-20260111-0550,0.03,0.991,0.00304,505,64,155.3285714,197.7595742
Step4_DQNAgent-20260111-0606,0.03,0.991,0.00304,506,64,112.5857143,26.39940089
Step4_DQNAgent-20260111-0613,0.03,0.991,0.00304,507,64,500,0
Step4_DQNAgent-20260111-0620,0.03,0.991,0.00304,508,64,494.3285714,47.11042391
Step4_DQNAgent-20260111-0639,0.03,0.991,0.00304,509,64,111.5571429,2.550270094
Step4_DQNAgent-20260111-0642,0.03,0.991,0.00304,510,64,112.5571429,4.880385565
Step4_DQNAgent-20260111-0654,0.03,0.991,0.00304,511,64,272.1285714,84.24927663
Step4_DQNAgent-20260111-0657,0.03,0.991,0.00304,512,64,500,0
Step4_DQNAgent-20260111-0710,0.03,0.991,0.00304,513,64,500,0
Step4_DQNAgent-20260111-0713,0.03,0.991,0.00304,514,64,219.7428571,74.63562644
Step4_DQNAgent-20260111-0726,0.03,0.991,0.00304,515,64,200,7.753340294
Step4_DQNAgent-20260111-0733,0.03,0.991,0.00304,516,64,458.2428571,136.3784059
Step4_DQNAgent-20260111-0739,0.03,0.991,0.00304,517,64,153.9428571,4.979631984
Step4_DQNAgent-20260111-0752,0.03,0.991,0.00304,518,64,118.3428571,5.148885356
Step4_DQNAgent-20260111-0752,0.03,0.991,0.00304,519,64,116.5571429,5.167579467
Step4_DQNAgent-20260111-0808,0.03,0.991,0.00304,520,64,500,0
Step4_DQNAgent-20260111-0813,0.03,0.991,0.00304,501,128,441.9714286,92.55530724
Step4_DQNAgent-20260111-0827,0.03,0.991,0.00304,502,128,219.6142857,122.7037423
Step4_DQNAgent-20260111-0830,0.03,0.991,0.00304,503,128,80.51428571,52.14807019
Step4_DQNAgent-20260111-0845,0.03,0.991,0.00304,505,128,180.2142857,195.5638656
Step4_DQNAgent-20260111-0845,0.03,0.991,0.00304,504,128,500,0
Step4_DQNAgent-20260111-0905,0.03,0.991,0.00304,506,128,500,0
Step4_DQNAgent-20260111-0908,0.03,0.991,0.00304,507,128,184.6,15.65922822
Step4_DQNAgent-20260111-0921,0.03,0.991,0.00304,508,128,187.4571429,5.304137776
Step4_DQNAgent-20260111-0923,0.03,0.991,0.00304,509,128,459.1428571,113.7478773
Step4_DQNAgent-20260111-0942,0.03,0.991,0.00304,510,128,500,0
Step4_DQNAgent-20260111-0944,0.03,0.991,0.00304,511,128,201.2428571,4.992668094
Step4_DQNAgent-20260111-0958,0.03,0.991,0.00304,512,128,28.05714286,7.381222729
Step4_DQNAgent-20260111-1002,0.03,0.991,0.00304,513,128,500,0
Step4_DQNAgent-20260111-1014,0.03,0.991,0.00304,514,128,500,0
Step4_DQNAgent-20260111-1021,0.03,0.991,0.00304,515,128,458.2428571,136.3784059
Step4_DQNAgent-20260111-1041,0.03,0.991,0.00304,516,128,94.52857143,23.10393994
Step4_DQNAgent-20260111-1046,0.03,0.991,0.00304,517,128,16.04285714,1.49700381
Step4_DQNAgent-20260111-1106,0.03,0.991,0.00304,518,128,63.91428571,89.86811652
Step4_DQNAgent-20260111-1109,0.03,0.991,0.00304,519,128,498.8428571,9.61195047
Step4_DQNAgent-20260111-1127,0.03,0.991,0.00304,520,128,67.27142857,41.73587748
Step4_DQNAgent-20260111-1129,0.03,0.991,0.00304,501,256,428.4857143,96.34547107
Step4_DQNAgent-20260111-1146,0.03,0.991,0.00304,502,256,100.3714286,2.62499757
Step4_DQNAgent-20260111-1149,0.03,0.991,0.00304,503,256,100.3142857,7.092335616
Step4_DQNAgent-20260111-1204,0.03,0.991,0.00304,504,256,500,0
Step4_DQNAgent-20260111-1210,0.03,0.991,0.00304,505,256,500,0
